prompt,response
"['2 pounds ground beef chuck ', '1 pound bulk Italian sausage ', '3 (15 ounce) cans chili beans, drained ', '1 (15 ounce) can chili beans in spicy sauce ', '2 (28 ounce) cans diced tomatoes with juice ', '1 (6 ounce) can tomato paste ', '1 large yellow onion, chopped ', '3 stalks celery, chopped ', '1 green bell pepper, seeded and chopped ', '1 red bell pepper, seeded and chopped ', '2 green chile peppers, seeded and chopped ', '1 tablespoon bacon bits ', '4 cubes beef bouillon ', '1/2 cup beer ', '1/4 cup chili powder ', '1 tablespoon Worcestershire sauce ', '1 tablespoon minced garlic ', '1 tablespoon dried oregano ', '2 teaspoons ground cumin ', '2 teaspoons hot pepper sauce (e.g. Tabasco™) ', '1 teaspoon dried basil ', '1 teaspoon salt ', '1 teaspoon ground black pepper ', '1 teaspoon cayenne pepper ', '1 teaspoon paprika ', '1 teaspoon white sugar ', '1 (10.5 ounce) bag corn chips such as Fritos® ', '1 (8 ounce) package shredded Cheddar cheese ', '']","Heat a large stock pot over medium-high heat. Crumble the ground chuck and sausage into the hot pan, and cook until evenly browned. Drain off excess grease.
Pour in the chili beans, spicy chili beans, diced tomatoes and tomato paste. Add the onion, celery, green and red bell peppers, chile peppers, bacon bits, bouillon, and beer. Season with chili powder, Worcestershire sauce, garlic, oregano, cumin, hot pepper sauce, basil, salt, pepper, cayenne, paprika, and sugar. Stir to blend, then cover and simmer over low heat for at least 2 hours, stirring occasionally.
After 2 hours, taste, and adjust salt, pepper, and chili powder if necessary. The longer the chili simmers, the better it will taste. Remove from heat and serve, or refrigerate, and serve the next day.
To serve, ladle into bowls, and top with corn chips and shredded Cheddar cheese.
"
"['6 pork chops ', '1 teaspoon garlic powder ', '1 teaspoon seasoning salt ', '2 egg, beaten ', '1/4 cup all-purpose flour ', '2 cups Italian-style seasoned bread crumbs ', '4 tablespoons olive oil ', '1 (10.75 ounce) can condensed cream of mushroom soup ', '1/2 cup milk ', '1/3 cup white wine ', '']","Preheat oven to 350 degrees F (175 degrees ).
Rinse pork chops, pat dry, and season with garlic powder and seasoning salt to taste. Place the beaten eggs in a small bowl. Dredge the pork chops lightly in flour, dip in the egg, and coat liberally with bread crumbs.
Heat the oil in a medium skillet over medium-high heat. Fry the pork chops 5 minutes per side, or until the breading appears well browned. Transfer the chops to a 9x13 inch baking dish, and cover with foil.
Bake in the preheated oven for 1 hour. While baking, combine the cream of mushroom soup, milk and white wine in a medium bowl. After the pork chops have baked for an hour, cover them with the soup mixture. Replace foil, and bake for another 30 minutes.
"
"['2 3/4 cups all-purpose flour ', '1 teaspoon baking soda ', '1/2 teaspoon baking powder ', '1 cup butter, softened ', '1 1/2 cups white sugar ', '1 egg ', '1 teaspoon vanilla extract ', '']","Preheat oven to 375 degrees F (190 degrees ). In a small bowl, stir together flour, baking soda, and baking powder. Set aside.
In a large bowl, cream together the butter and sugar until smooth. Beat in egg and vanilla. Gradually blend in the dry ingredients. Roll rounded teaspoonfuls of dough into balls, and place onto ungreased cookie sheets.
Bake 8 to 10 minutes in the preheated oven, or until golden. Let stand on cookie sheet two minutes before removing to cool on wire racks.
"
"['1 onion, chopped ', '1 (16 ounce) can chili beans ', '1 (15 ounce) can black beans ', '1 (15 ounce) can whole kernel corn, drained ', '1 (8 ounce) can tomato sauce ', '1 (12 fluid ounce) can or bottle beer ', '2 (10 ounce) cans diced tomatoes with green chilies, undrained ', '1 (1.25 ounce) package taco seasoning ', '3 whole skinless, boneless chicken breasts ', '1 (8 ounce) package shredded Cheddar cheese (optional) ', 'sour cream (optional) ', 'crushed tortilla chips (optional) ', '']","Place the onion, chili beans, black beans, corn, tomato sauce, beer, and diced tomatoes in a slow cooker. Add taco seasoning, and stir to blend. Lay chicken breasts on top of the mixture, pressing down slightly until just covered by the other ingredients. Set slow cooker for low heat, cover, and cook for 5 hours.
Remove chicken breasts from the soup, and allow to cool long enough to be handled. Stir the shredded chicken back into the soup, and continue cooking for 2 hours. Serve topped with shredded Cheddar cheese, a dollop of sour cream, and crushed tortilla chips, if desired.
"
"['1/2 cup butter ', '2/3 cup white sugar ', '2 eggs ', '1 cup buttermilk ', '1/2 teaspoon baking soda ', '1 cup cornmeal ', '1 cup all-purpose flour ', '1/2 teaspoon salt ', '']","Preheat oven to 375 degrees F (175 degrees ). Grease an 8 inch square pan.
Melt butter in large skillet. Remove from heat and stir in sugar. Quickly add eggs and beat until well blended. Combine buttermilk with baking soda and stir into mixture in pan. Stir in cornmeal, flour, and salt until well blended and few lumps remain. Pour batter into the prepared pan.
Bake in the preheated oven for 30 to 40 minutes, or until a toothpick inserted in the center comes out clean.
"
"['1 pound dry ziti pasta ', '1 onion, chopped ', '1 pound lean ground beef ', '2 (26 ounce) jars spaghetti sauce ', '6 ounces provolone cheese, sliced ', '1 1/2 cups sour cream ', '6 ounces mozzarella cheese, shredded ', '2 tablespoons grated Parmesan cheese ', '']","Bring a large pot of lightly salted water to a boil. Add ziti pasta, and cook until al dente, about 8 minutes; drain.
In a large skillet, brown onion and ground beef over medium heat. Add spaghetti sauce, and simmer 15 minutes.
Preheat the oven to 350 degrees F (175 degrees ). Butter a 9x13 inch baking dish. Layer as follows: 1/2 of the ziti, Provolone cheese, sour cream, 1/2 sauce mixture, remaining ziti, mozzarella cheese and remaining sauce mixture. Top with grated Parmesan cheese.
Bake for 30 minutes in the preheated oven, or until cheeses are melted.
"
"['1/2 cup butter, melted ', '1 cup white sugar ', '2 eggs ', '1 teaspoon vanilla extract ', '1 1/2 cups all-purpose flour ', '1 teaspoon baking soda ', '1/2 teaspoon salt ', '1/2 cup sour cream ', '1/2 cup chopped walnuts ', '2 medium bananas, sliced ', '']","Preheat oven to 350 degrees F (175 degrees ). Grease a 9x5 inch loaf pan.
In a large bowl, stir together the melted butter and sugar. Add the eggs and vanilla, mix well. Combine the flour, baking soda and salt, stir into the butter mixture until smooth. Finally, fold in the sour cream, walnuts and bananas. Spread evenly into the prepared pan.
Bake at 350 degrees F (175 degrees ) for 60 minutes, or until a toothpick inserted into the center of the loaf comes out clean. Cool loaf in the pan for 10 minutes before removing to a wire rack to cool completely.
"
"['2 1/4 cups all-purpose flour ', '2 teaspoons ground ginger ', '1 teaspoon baking soda ', '3/4 teaspoon ground cinnamon ', '1/2 teaspoon ground cloves ', '1/4 teaspoon salt ', '3/4 cup margarine, softened ', '1 cup white sugar ', '1 egg ', '1 tablespoon water ', '1/4 cup molasses ', '2 tablespoons white sugar ', '']","Preheat oven to 350 degrees F (175 degrees ). Sift together the flour, ginger, baking soda, cinnamon, cloves, and salt. Set aside.
In a large bowl, cream together the margarine and 1 cup sugar until light and fluffy. Beat in the egg, then stir in the water and molasses. Gradually stir the sifted ingredients into the molasses mixture. Shape dough into walnut sized balls, and roll them in the remaining 2 tablespoons of sugar. Place the cookies 2 inches apart onto an ungreased cookie sheet, and flatten slightly.
Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. Store in an airtight container.
"
"['1/2 cup butter, softened ', '1/2 cup shortening ', '1 1/2 cups white sugar ', '2 eggs ', '2 teaspoons vanilla extract ', '2 3/4 cups all-purpose flour ', '2 teaspoons cream of tartar ', '1 teaspoon baking soda ', '1/4 teaspoon salt ', '2 tablespoons white sugar ', '2 teaspoons ground cinnamon ', '']","Preheat oven to 400 degrees F (200 degrees ).
Cream together butter, shortening, 1 1/2 cups sugar, the eggs and the vanilla. Blend in the flour, cream of tartar, soda and salt. Shape dough by rounded spoonfuls into balls.
Mix the 2 tablespoons sugar and the cinnamon. Roll balls of dough in mixture. Place 2 inches apart on ungreased baking sheets.
Bake 8 to 10 minutes, or until set but not too hard. Remove immediately from baking sheets.
"
"['1 tablespoon chili powder ', '1/4 teaspoon garlic powder ', '1/4 teaspoon onion powder ', '1/4 teaspoon crushed red pepper flakes ', '1/4 teaspoon dried oregano ', '1/2 teaspoon paprika ', '1 1/2 teaspoons ground cumin ', '1 teaspoon sea salt ', '1 teaspoon black pepper ', '']","In a small bowl, mix together chili powder, garlic powder, onion powder, red pepper flakes, oregano, paprika, cumin, salt and pepper. Store in an airtight container.
"
"['1 pound lean ground beef ', '1/4 cup chopped onion ', '1/4 cup chopped green bell pepper ', '1/2 teaspoon garlic powder ', '1 teaspoon prepared yellow mustard ', '3/4 cup ketchup ', '3 teaspoons brown sugar ', 'salt to taste ', 'ground black pepper to taste ', '']","In a medium skillet over medium heat, brown the ground beef, onion, and green pepper; drain off liquids.
Stir in the garlic powder, mustard, ketchup, and brown sugar; mix thoroughly. Reduce heat, and simmer for 30 minutes. Season with salt and pepper.
"
"['1 cup warm milk (110 degrees F/45 degrees ) ', '2 eggs, room temperature ', '1/3 cup margarine, melted ', '4 1/2 cups bread flour ', '1 teaspoon salt ', '1/2 cup white sugar ', '2 1/2 teaspoons bread machine yeast ', '1 cup brown sugar, packed ', '2 1/2 tablespoons ground cinnamon ', '1/3 cup butter, softened ', '1 (3 ounce) package cream cheese, softened ', '1/4 cup butter, softened ', ""1 1/2 cups confectioners' sugar "", '1/2 teaspoon vanilla extract ', '1/8 teaspoon salt ', '']","Place ingredients in the pan of the bread machine in the order recommended by the manufacturer. Select dough cycle; press Start.
After the dough has doubled in size turn it out onto a lightly floured surface, cover and let rest for 10 minutes. In a small bowl, combine brown sugar and cinnamon.
Roll dough into a 16x21-inch rectangle. Spread dough with 1/3 cup butter and sprinkle evenly with sugar/cinnamon mixture. Roll up dough and cut into 12 rolls. Place rolls in a lightly greased 9x13 inch baking pan. Cover and let rise until nearly doubled, about 30 minutes. Meanwhile, preheat oven to 400 degrees F (200 degrees ).
Bake rolls in preheated oven until golden brown, about 15 minutes. While rolls are baking, beat together cream cheese, 1/4 cup butter, confectioners' sugar, vanilla extract and salt. Spread frosting on warm rolls before serving.
"
"[""1 (18.25 ounce) package devil's food cake mix "", '1 (5.9 ounce) package instant chocolate pudding mix ', '1 cup sour cream ', '1 cup vegetable oil ', '4 eggs ', '1/2 cup warm water ', '2 cups semisweet chocolate chips ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a large bowl, mix together the cake and pudding mixes, sour cream, oil, beaten eggs and water. Stir in the chocolate chips and pour batter into a well greased 12 cup bundt pan.
Bake for 50 to 55 minutes, or until top is springy to the touch and a wooden toothpick inserted comes out clean. Cool cake thoroughly in pan at least an hour and a half before inverting onto a plate If desired, dust the cake with powdered sugar.
"
"['4 eggs ', '1 1/4 cups vegetable oil ', '2 cups white sugar ', '2 teaspoons vanilla extract ', '2 cups all-purpose flour ', '2 teaspoons baking soda ', '2 teaspoons baking powder ', '1/2 teaspoon salt ', '2 teaspoons ground cinnamon ', '3 cups grated carrots ', '1 cup chopped pecans ', '1/2 cup butter, softened ', '8 ounces cream cheese, softened ', ""4 cups confectioners' sugar "", '1 teaspoon vanilla extract ', '1 cup chopped pecans ', '']","Preheat oven to 350 degrees F (175 degrees ). Grease and flour a 9x13 inch pan.
In a large bowl, beat together eggs, oil, white sugar and 2 teaspoons vanilla. Mix in flour, baking soda, baking powder, salt and cinnamon. Stir in carrots. Fold in pecans. Pour into prepared pan.
Bake in the preheated oven for 40 to 50 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.
To Make Frosting: In a medium bowl, combine butter, cream cheese, confectioners' sugar and 1 teaspoon vanilla. Beat until the mixture is smooth and creamy. Stir in chopped pecans. Frost the cooled cake.
"
"['10 cups all-purpose apples, peeled, cored and sliced ', '1 cup white sugar ', '1 tablespoon all-purpose flour ', '1 teaspoon ground cinnamon ', '1/2 cup water ', '1 cup quick-cooking oats ', '1 cup all-purpose flour ', '1 cup packed brown sugar ', '1/4 teaspoon baking powder ', '1/4 teaspoon baking soda ', '1/2 cup butter, melted ', '']","Preheat oven to 350 degrees F (175 degree ).
Place the sliced apples in a 9x13 inch pan. Mix the white sugar, 1 tablespoon flour and ground cinnamon together, and sprinkle over apples. Pour water evenly over all.
Combine the oats, 1 cup flour, brown sugar, baking powder, baking soda and melted butter together. Crumble evenly over the apple mixture.
Bake at 350 degrees F (175 degrees ) for about 45 minutes.
"
"['2 cups warm water (110 degrees F/45 degrees ) ', '2/3 cup white sugar ', '1 1/2 tablespoons active dry yeast ', '1 1/2 teaspoons salt ', '1/4 cup vegetable oil ', '6 cups bread flour ', '']","In a large bowl, dissolve the sugar in warm water, and then stir in yeast. Allow to proof until yeast resembles a creamy foam.
Mix salt and oil into the yeast. Mix in flour one cup at a time. Knead dough on a lightly floured surface until smooth. Place in a well oiled bowl, and turn dough to coat. Cover with a damp cloth. Allow to rise until doubled in bulk, about 1 hour.
Punch dough down. Knead for a few minutes, and divide in half. Shape into loaves, and place into two well oiled 9x5 inch loaf pans. Allow to rise for 30 minutes, or until dough has risen 1 inch above pans.
Bake at 350 degrees F (175 degrees ) for 30 minutes.
"
"['4 russet potatoes, sliced into 1/4 inch slices ', '1 onion, sliced into rings ', 'salt and pepper to taste ', '3 tablespoons butter ', '3 tablespoons all-purpose flour ', '1/2 teaspoon salt ', '2 cups milk ', '1 1/2 cups shredded Cheddar cheese ', '']","Preheat oven to 400 degrees F (200 degrees ). Butter a 1 quart casserole dish.
Layer 1/2 of the potatoes into bottom of the prepared casserole dish. Top with the onion slices, and add the remaining potatoes. Season with salt and pepper to taste.
In a medium-size saucepan, melt butter over medium heat. Mix in the flour and salt, and stir constantly with a whisk for one minute. Stir in milk. Cook until mixture has thickened. Stir in cheese all at once, and continue stirring until melted, about 30 to 60 seconds. Pour cheese over the potatoes, and cover the dish with aluminum foil.
Bake 1 1/2 hours in the preheated oven.
"
"['1/4 cup olive oil ', '2 cloves garlic, crushed ', '1/4 cup Italian-seasoned bread crumbs ', '1/4 cup grated Parmesan cheese ', '4 skinless, boneless chicken breast halves ', '']","Preheat oven to 425 degrees F (220 degrees ).
Heat olive oil and garlic in a small saucepan over low heat until warmed, 1 to 2 minutes. Transfer garlic and oil to a shallow bowl.
Combine bread crumbs and Parmesan cheese in a separate shallow bowl.
Dip chicken breasts in the olive oil-garlic mixture using tongs; transfer to bread crumb mixture and turn to evenly coat. Transfer coated chicken to a shallow baking dish.
Bake in the preheated oven until no longer pink and juices run clear, 30 to 35 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees ).
"
"['1 1/2 pounds salmon fillets ', 'lemon pepper to taste ', 'garlic powder to taste ', 'salt to taste ', '1/3 cup soy sauce ', '1/3 cup brown sugar ', '1/3 cup water ', '1/4 cup vegetable oil ', '']","Season salmon fillets with lemon pepper, garlic powder, and salt.
In a small bowl, stir together soy sauce, brown sugar, water, and vegetable oil until sugar is dissolved. Place fish in a large resealable plastic bag with the soy sauce mixture, seal, and turn to coat. Refrigerate for at least 2 hours.
Preheat grill for medium heat.
Lightly oil grill grate. Place salmon on the preheated grill, and discard marinade. Cook salmon for 6 to 8 minutes per side, or until the fish flakes easily with a fork.
"
"['2 (10 ounce) cans chunk chicken, drained ', '2 (8 ounce) packages cream cheese, softened ', '1 cup Ranch dressing ', ""3/4 cup pepper sauce (such as Frank's Red Hot®) "", '1 1/2 cups shredded Cheddar cheese ', '1 bunch celery, cleaned and cut into 4 inch pieces ', '1 (8 ounce) box chicken-flavored crackers ', '']","Heat chicken and hot sauce in a skillet over medium heat, until heated through. Stir in cream cheese and ranch dressing. Cook, stirring until well blended and warm. Mix in half of the shredded cheese, and transfer the mixture to a slow cooker. Sprinkle the remaining cheese over the top, cover, and cook on Low setting until hot and bubbly. Serve with celery sticks and crackers.
"
"['4 skinless, boneless chicken breast halves ', '4 teaspoons taco seasoning mix ', '1 cup salsa ', '1 cup shredded Cheddar cheese ', '2 tablespoons sour cream (optional) ', '']","Preheat oven to 375 degrees F (190 degrees )
Place chicken breasts in a lightly greased 9x13 inch baking dish. Sprinkle taco seasoning on both sides of chicken breasts, and pour salsa over all.
Bake at 375 degrees F (190 degrees ) for 25 to 35 minutes, or until chicken is tender and juicy and its juices run clear.
Sprinkle chicken evenly with cheese, and continue baking for an additional 3 to 5 minutes, or until cheese is melted and bubbly. Top with sour cream if desired, and serve.
"
"['1/2 cup butter ', '1 (8 ounce) package cream cheese ', '2 teaspoons garlic powder ', '2 cups milk ', '6 ounces grated Parmesan cheese ', '1/8 teaspoon ground black pepper ', '']","Melt butter in a medium, non-stick saucepan over medium heat. Add cream cheese and garlic powder, stirring with wire whisk until smooth. Add milk, a little at a time, whisking to smooth out lumps. Stir in Parmesan and pepper. Remove from heat when sauce reaches desired consistency. Sauce will thicken rapidly, thin with milk if cooked too long. Toss with hot pasta to serve.
"
"['1 cup butter, softened ', '1 cup packed light brown sugar ', '1/2 cup white sugar ', '2 eggs ', '2 teaspoons vanilla extract ', '1 1/4 cups all-purpose flour ', '1/2 teaspoon baking soda ', '1 teaspoon salt ', '3 cups quick-cooking oats ', '1 cup chopped walnuts ', '1 cup semisweet chocolate chips ', '']","Preheat the oven to 325 degrees F (165 degrees ).
In a large bowl, cream together the butter, brown sugar, and white sugar until smooth. Beat in eggs one at a time, then stir in vanilla. Combine the flour, baking soda, and salt; stir into the creamed mixture until just blended. Mix in the quick oats, walnuts, and chocolate chips. Drop by heaping spoonfuls onto ungreased baking sheets.
Bake for 12 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely.
"
"['1/4 cup all-purpose flour for coating ', '1/2 teaspoon salt ', '1/4 teaspoon ground black pepper ', '1/2 teaspoon dried oregano ', '4 skinless, boneless chicken breast halves - pounded 1/4 inch thick ', '4 tablespoons butter ', '4 tablespoons olive oil ', '1 cup sliced mushrooms ', '1/2 cup Marsala wine ', '1/4 cup cooking sherry ', '']","In a shallow dish or bowl, mix together the flour, salt, pepper and oregano. Coat chicken pieces in flour mixture.
In a large skillet, melt butter in oil over medium heat. Place chicken in the pan, and lightly brown. Turn over chicken pieces, and add mushrooms. Pour in wine and sherry. Cover skillet; simmer chicken 10 minutes, turning once, until no longer pink and juices run clear.
"
"['1 pound shredded, cooked chicken ', '1 (15 ounce) can whole peeled tomatoes, mashed ', '1 (10 ounce) can enchilada sauce ', '1 medium onion, chopped ', '1 (4 ounce) can chopped green chile peppers ', '2 cloves garlic, minced ', '2 cups water ', '1 (14.5 ounce) can chicken broth ', '1 teaspoon cumin ', '1 teaspoon chili powder ', '1 teaspoon salt ', '1/4 teaspoon black pepper ', '1 bay leaf ', '1 (10 ounce) package frozen corn ', '1 tablespoon chopped cilantro ', '7 corn tortillas ', 'vegetable oil ', '']","Place chicken, tomatoes, enchilada sauce, onion, green chiles, and garlic into a slow cooker. Pour in water and chicken broth, and season with cumin, chili powder, salt, pepper, and bay leaf. Stir in corn and cilantro. Cover, and cook on Low setting for 6 to 8 hours or on High setting for 3 to 4 hours.
Preheat oven to 400 degrees F (200 degrees ).
Lightly brush both sides of tortillas with oil. Cut tortillas into strips, then spread on a baking sheet.
Bake in preheated oven until crisp, about 10 to 15 minutes. To serve, sprinkle tortilla strips over soup.
"
"['3/4 cup uncooked white rice ', '2 cups milk, divided ', '1/3 cup white sugar ', '1/4 teaspoon salt ', '1 egg, beaten ', '2/3 cup golden raisins ', '1 tablespoon butter ', '1/2 teaspoon vanilla extract ', '']","Bring 1 1/2 cups water to a boil in a saucepan; stir rice into boiling water. Reduce heat to low, cover, and simmer for 20 minutes.
In a clean saucepan, combine 1 1/2 cups cooked rice, 1 1/2 cups milk, sugar and salt. Cook over medium heat until thick and creamy, 15 to 20 minutes. Stir in remaining 1/2 cup milk, beaten egg, and raisins; cook 2 minutes more, stirring constantly. Remove from heat and stir in butter and vanilla.
"
"['1/4 cup white sugar ', '1 teaspoon ground cinnamon ', '3/4 cup butter ', '3 cups white sugar ', '3 eggs ', '6 very ripe bananas, mashed ', '1 (16 ounce) container sour cream ', '2 teaspoons vanilla extract ', '2 teaspoons ground cinnamon ', '1/2 teaspoon salt ', '3 teaspoons baking soda ', '4 1/2 cups all-purpose flour ', '1 cup chopped walnuts (optional) ', '']","Preheat oven to 300 degrees F (150 degrees ). Grease four 7x3 inch loaf pans. In a small bowl, stir together 1/4 cup white sugar and 1 teaspoon cinnamon. Dust pans lightly with cinnamon and sugar mixture.
In a large bowl, cream butter and 3 cups sugar. Mix in eggs, mashed bananas, sour cream, vanilla and cinnamon. Mix in salt, baking soda and flour. Stir in nuts. Divide into prepared pans.
Bake for 1 hour, until a toothpick inserted in center comes out clean.
"
"['1 teaspoon vegetable oil ', '1 onion, chopped ', '3 cloves garlic, chopped ', '3/4 cup quinoa ', '1 1/2 cups vegetable broth ', '1 teaspoon ground cumin ', '1/4 teaspoon cayenne pepper ', 'salt and ground black pepper to taste ', '1 cup frozen corn kernels ', '2 (15 ounce) cans black beans, rinsed and drained ', '1/2 cup chopped fresh cilantro ', '']","Heat oil in a saucepan over medium heat; cook and stir onion and garlic until lightly browned, about 10 minutes.
Mix quinoa into onion mixture and cover with vegetable broth; season with cumin, cayenne pepper, salt, and pepper. Bring the mixture to a boil. Cover, reduce heat, and simmer until quinoa is tender and broth is absorbed, about 20 minutes.
Stir frozen corn into the saucepan, and continue to simmer until heated through, about 5 minutes; mix in the black beans and cilantro.
"
"['1 1/2 pounds ground beef ', '1 egg ', '1 onion, chopped ', '1 cup milk ', '1 cup dried bread crumbs ', 'salt and pepper to taste ', '2 tablespoons brown sugar ', '2 tablespoons prepared mustard ', '1/3 cup ketchup ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a large bowl, combine the beef, egg, onion, milk and bread OR cracker crumbs. Season with salt and pepper to taste and place in a lightly greased 5x9 inch loaf pan, OR form into a loaf and place in a lightly greased 9x13 inch baking dish.
In a separate small bowl, combine the brown sugar, mustard and ketchup. Mix well and pour over the meatloaf.
Bake at 350 degrees F (175 degrees ) for 1 hour.
"
"['2 kiwis, peeled and diced ', '2 Golden Delicious apples - peeled, cored and diced ', '8 ounces raspberries ', '1 pound strawberries ', '2 tablespoons white sugar ', '1 tablespoon brown sugar ', '3 tablespoons fruit preserves, any flavor ', '10 (10 inch) flour tortillas ', 'butter flavored cooking spray ', '2 tablespoons cinnamon sugar ', '']","In a large bowl, thoroughly mix kiwis, Golden Delicious apples, raspberries, strawberries, white sugar, brown sugar and fruit preserves. Cover and chill in the refrigerator at least 15 minutes.
Preheat oven to 350 degrees F (175 degrees ).
Coat one side of each flour tortilla with butter flavored cooking spray. Cut into wedges and arrange in a single layer on a large baking sheet. Sprinkle wedges with desired amount of cinnamon sugar. Spray again with cooking spray.
Bake in the preheated oven 8 to 10 minutes. Repeat with any remaining tortilla wedges. Allow to cool approximately 15 minutes. Serve with chilled fruit mixture.
"
"['1 tablespoon butter ', '1/2 cup chopped green onions ', '1/2 teaspoon garlic powder ', '1 (4 ounce) can diced green chiles ', '1 (10.75 ounce) can condensed cream of mushroom soup ', '1/2 cup sour cream ', '1 1/2 cups cubed cooked chicken breast meat ', '1 cup shredded Cheddar cheese, divided ', '6 (12 inch) flour tortillas ', '1/4 cup milk ', '']","Preheat oven to 350 degrees F (175 degrees ). Lightly grease a large baking dish.
In a medium saucepan over medium heat, melt the butter and saute the green onion until tender (about 3 to 4 minutes). Add the garlic powder, then stir in the green chiles, cream of mushroom soup and sour cream. Mix well. Reserve 3/4 of this sauce and set aside. To the remaining 1/4 of the sauce in the saucepan, add the chicken and 1/2 cup of shredded Cheddar cheese. Stir together.
Fill each flour tortilla with the chicken mixture and roll up. Place seam side down in the prepared baking dish.
In a small bowl combine the reserved 3/4 of the sauce with the milk. Spoon this mixture over the rolled tortillas and top with the remaining 1/2 cup of shredded Cheddar cheese. Bake in the preheated oven for 30 to 35 minutes, or until cheese is bubbly.
"
"['1 (2 pound) pork tenderloin ', '1 (12 fluid ounce) can or bottle root beer ', '1 (18 ounce) bottle your favorite barbecue sauce ', '8 hamburger buns, split and lightly toasted ', '']","Place the pork tenderloin in a slow cooker; pour the root beer over the meat. Cover and cook on low until well cooked and the pork shreds easily, 6 to 7 hours. Note: the actual length of time may vary according to individual slow cooker. Drain well. Stir in barbecue sauce. Serve over hamburger buns.
"
"['2 (8 ounce) packages cream cheese, softened ', '1/2 cup butter, softened ', ""2 cups sifted confectioners' sugar "", '1 teaspoon vanilla extract ', '']","In a medium bowl, cream together the cream cheese and butter until creamy. Mix in the vanilla, then gradually stir in the confectioners' sugar. Store in the refrigerator after use.
"
"['1/2 cup butter, softened ', '1/2 cup butter flavored shortening ', '1 cup packed light brown sugar ', '1/2 cup white sugar ', '2 eggs ', '1 teaspoon vanilla extract ', '1 1/2 cups all-purpose flour ', '1 teaspoon baking soda ', '1 teaspoon ground cinnamon ', '1/2 teaspoon ground cloves ', '1/2 teaspoon salt ', '3 cups rolled oats ', '1 cup raisins ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a large bowl, cream together the butter, butter flavored shortening, brown sugar, white sugar, eggs, and vanilla until smooth. Combine the flour, baking soda, cinnamon, cloves, and salt; stir into the sugar mixture. Stir in the oats and raisins. Drop by rounded teaspoonfuls onto ungreased cookie sheets.
Bake 10 to 12 minutes until light and golden. Do not overbake. Let them cool for 2 minutes before removing from cookie sheets to cool completely. Store in airtight container. Make sure you get some, because they don't last long!
"
"['1/4 cup maple syrup ', '2 tablespoons soy sauce ', '1 clove garlic, minced ', '1/4 teaspoon garlic salt ', '1/8 teaspoon ground black pepper ', '1 pound salmon ', '']","In a small bowl, mix the maple syrup, soy sauce, garlic, garlic salt, and pepper.
Place salmon in a shallow glass baking dish, and coat with the maple syrup mixture. Cover the dish, and marinate salmon in the refrigerator 30 minutes, turning once.
Preheat oven to 400 degrees F (200 degrees ).
Place the baking dish in the preheated oven, and bake salmon uncovered 20 minutes, or until easily flaked with a fork.
"
"['2 pounds beef stew meat, cut into 1 inch cubes ', '1/4 cup all-purpose flour ', '1/2 teaspoon salt ', '1/2 teaspoon ground black pepper ', '1 clove garlic, minced ', '1 bay leaf ', '1 teaspoon paprika ', '1 teaspoon Worcestershire sauce ', '1 onion, chopped ', '1 1/2 cups beef broth ', '3 potatoes, diced ', '4 carrots, sliced ', '1 stalk celery, chopped ', '']","Place meat in slow cooker. In a small bowl mix together the flour, salt, and pepper; pour over meat, and stir to coat meat with flour mixture. Stir in the garlic, bay leaf, paprika, Worcestershire sauce, onion, beef broth, potatoes, carrots, and celery.
Cover, and cook on Low setting for 10 to 12 hours, or on High setting for 4 to 6 hours.
"
"['1 cup butter, melted ', '3 cups white sugar ', '1 tablespoon vanilla extract ', '4 eggs ', '1 1/2 cups all-purpose flour ', '1 cup unsweetened cocoa powder ', '1 teaspoon salt ', '1 cup semisweet chocolate chips ', '']","Preheat oven to 350 degrees F (175 degrees ). Lightly grease a 9x13 baking dish.
Combine the melted butter, sugar, and vanilla in a large bowl. Beat in the eggs, one at a time, mixing well after each, until thoroughly blended.
Sift the flour, cocoa powder, and salt in a bowl. Gradually stir flour mixture into the egg mixture until blended. Stir in the chocolate morsels. Spread the batter evenly into the prepared baking dish.
Bake in preheated oven until an inserted toothpick comes out clean, 35 to 40 minutes. Remove, and cool pan on wire rack before cutting.
"
"['1/4 cup all-purpose flour ', '1 cup milk ', '1 pinch salt ', '3 eggs ', '1/2 teaspoon ground cinnamon ', '1 teaspoon vanilla extract ', '1 tablespoon white sugar ', '12 thick slices bread ', '']","Measure flour into a large mixing bowl. Slowly whisk in the milk. Whisk in the salt, eggs, cinnamon, vanilla extract and sugar until smooth.
Heat a lightly oiled griddle or frying pan over medium heat.
Soak bread slices in mixture until saturated. Cook bread on each side until golden brown. Serve hot.
"
