prompt,response
"['1 pound cubed beef stew meat ', '1 (10.75 ounce) can condensed golden mushroom soup ', '1/2 cup chopped onion ', '1 tablespoon Worcestershire sauce ', '1/4 cup water ', '4 ounces cream cheese ', '']","In a slow cooker, combine the meat, soup, onion, Worcestershire sauce and water.
Cook on Low setting for 8 hours, or on High setting for about 5 hours. Stir in cream cheese just before serving.
"
"['1 cup butter, softened ', '1 cup white sugar ', '1 cup packed brown sugar ', '2 eggs ', '1 teaspoon vanilla extract ', '2 cups all-purpose flour ', '1 teaspoon baking soda ', '1 teaspoon salt ', '1 1/2 teaspoons ground cinnamon ', '3 cups quick cooking oats ', '']","In a medium bowl, cream together butter, white sugar, and brown sugar. Beat in eggs one at a time, then stir in vanilla. Combine flour, baking soda, salt, and cinnamon; stir into the creamed mixture. Mix in oats. Cover, and chill dough for at least one hour.
Preheat the oven to 375 degrees F (190 degrees ). Grease cookie sheets. Roll the dough into walnut sized balls, and place 2 inches apart on cookie sheets. Flatten each cookie with a large fork dipped in sugar.
Bake for 8 to 10 minutes in preheated oven. Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely.
"
"['4 teaspoons salt ', '2 teaspoons paprika ', '1 teaspoon onion powder ', '1 teaspoon dried thyme ', '1 teaspoon white pepper ', '1/2 teaspoon cayenne pepper ', '1/2 teaspoon black pepper ', '1/2 teaspoon garlic powder ', '2 onions, quartered ', '2 (4 pound) whole chickens ', '']","In a small bowl, mix together salt, paprika, onion powder, thyme, white pepper, black pepper, cayenne pepper, and garlic powder. Remove and discard giblets from chicken. Rinse chicken cavity, and pat dry with paper towel. Rub each chicken inside and out with spice mixture. Place 1 onion into the cavity of each chicken. Place chickens in a resealable bag or double wrap with plastic wrap. Refrigerate overnight, or at least 4 to 6 hours.
Preheat oven to 250 degrees F (120 degrees ).
Place chickens in a roasting pan. Bake uncovered for 5 hours, to a minimum internal temperature of 180 degrees F (85 degrees ). Let the chickens stand for 10 minutes before carving.
"
"['1 (10.5 ounce) can condensed French onion soup ', '1 1/2 pounds ground beef ', '1/2 cup dry bread crumbs ', '1 egg ', '1/4 teaspoon salt ', '1/8 teaspoon ground black pepper ', '1 tablespoon all-purpose flour ', '1/4 cup ketchup ', '1/4 cup water ', '1 tablespoon Worcestershire sauce ', '1/2 teaspoon mustard powder ', '']","In a large bowl, mix together 1/3 cup condensed French onion soup with ground beef, bread crumbs, egg, salt and black pepper. Shape into 6 oval patties.
In a large skillet over medium-high heat, brown both sides of patties. Pour off excess fat.
In a small bowl, blend flour and remaining soup until smooth. Mix in ketchup, water, Worcestershire sauce and mustard powder. Pour over meat in skillet. Cover, and cook for 20 minutes, stirring occasionally.
"
"['6 skinless, boneless chicken breast halves ', '1 teaspoon garlic salt ', 'ground black pepper to taste ', '2 tablespoons olive oil ', '1 onion, thinly sliced ', '1 (14.5 ounce) can diced tomatoes ', '1/2 cup balsamic vinegar ', '1 teaspoon dried basil ', '1 teaspoon dried oregano ', '1 teaspoon dried rosemary ', '1/2 teaspoon dried thyme ', '']","Season both sides of chicken breasts with garlic salt and pepper.
Heat olive oil in a skillet over medium heat; cook seasoned chicken breasts until chicken is browned, 3 to 4 minutes per side. Add onion; cook and stir until onion is browned, 3 to 4 minutes.
Pour diced tomatoes and balsamic vinegar over chicken; season with basil, oregano, rosemary and thyme. Simmer until chicken is no longer pink and the juices run clear, about 15 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees ).
"
"['1 tablespoon butter ', '3/4 cup almonds, blanched and slivered ', '1 pound spinach, rinsed and torn into bite-size pieces ', '1 cup dried cranberries ', '2 tablespoons toasted sesame seeds ', '1 tablespoon poppy seeds ', '1/2 cup white sugar ', '2 teaspoons minced onion ', '1/4 teaspoon paprika ', '1/4 cup white wine vinegar ', '1/4 cup cider vinegar ', '1/2 cup vegetable oil ', '']","In a medium saucepan, melt butter over medium heat. Cook and stir almonds in butter until lightly toasted. Remove from heat, and let cool.
In a medium bowl, whisk together the sesame seeds, poppy seeds, sugar, onion, paprika, white wine vinegar, cider vinegar, and vegetable oil. Toss with spinach just before serving.
In a large bowl, combine the spinach with the toasted almonds and cranberries.
"
"['12 whole fresh mushrooms ', '1 tablespoon vegetable oil ', '1 tablespoon minced garlic ', '1 (8 ounce) package cream cheese, softened ', '1/4 cup grated Parmesan cheese ', '1/4 teaspoon ground black pepper ', '1/4 teaspoon onion powder ', '1/4 teaspoon ground cayenne pepper ', '']","Preheat oven to 350 degrees F (175 degrees ). Spray a baking sheet with cooking spray. Clean mushrooms with a damp paper towel. Carefully break off stems. Chop stems extremely fine, discarding tough end of stems.
Heat oil in a large skillet over medium heat. Add garlic and chopped mushroom stems to the skillet. Fry until any moisture has disappeared, taking care not to burn garlic. Set aside to cool.
When garlic and mushroom mixture is no longer hot, stir in cream cheese, Parmesan cheese, black pepper, onion powder and cayenne pepper. Mixture should be very thick. Using a little spoon, fill each mushroom cap with a generous amount of stuffing. Arrange the mushroom caps on prepared cookie sheet.
Bake for 20 minutes in the preheated oven, or until the mushrooms are piping hot and liquid starts to form under caps.
"
"['1/2 cup olive oil ', '1/2 cup ranch dressing ', '3 tablespoons Worcestershire sauce ', '1 tablespoon minced fresh rosemary ', '2 teaspoons salt ', '1 teaspoon lemon juice ', '1 teaspoon white vinegar ', '1/4 teaspoon ground black pepper, or to taste ', '1 tablespoon white sugar, or to taste (optional) ', '5 skinless, boneless chicken breast halves - cut into 1 inch cubes ', '']","In a medium bowl, stir together the olive oil, ranch dressing, Worcestershire sauce, rosemary, salt, lemon juice, white vinegar, pepper, and sugar. Let stand for 5 minutes. Place chicken in the bowl, and stir to coat with the marinade. Cover and refrigerate for 30 minutes.
Preheat the grill for medium-high heat. Thread chicken onto skewers and discard marinade.
Lightly oil the grill grate. Grill skewers for 8 to 12 minutes, or until the chicken is no longer pink in the center, and the juices run clear.
"
"['2 cups all-purpose flour ', '1 tablespoon baking powder ', '1 teaspoon salt ', '1 tablespoon white sugar ', '1/3 cup shortening ', '1 cup milk ', '']","Preheat oven to 425 degrees F (220 degrees ).
In a large bowl, whisk together the flour, baking powder, salt, and sugar. Cut in the shortening until the mixture resembles coarse meal. Gradually stir in milk until dough pulls away from the side of the bowl.
Turn out onto a floured surface, and knead 15 to 20 times. Pat or roll dough out to 1 inch thick. Cut biscuits with a large cutter or juice glass dipped in flour. Repeat until all dough is used. Brush off the excess flour, and place biscuits onto an ungreased baking sheet.
Bake for 13 to 15 minutes in the preheated oven, or until edges begin to brown.
"
"['4 skinless, boneless chicken breast halves - cubed ', '1/8 cup margarine ', '1 (.7 ounce) package dry Italian-style salad dressing mix ', '1 (8 ounce) package cream cheese ', '1 (10.75 ounce) can condensed cream of chicken soup ', '']","Put chicken, margarine and dressing mix in slow cooker; mix together and cook on low for 5 to 6 hours.
Add cream cheese and soup, mix together and cook on high for another 1/2 hour or until heated through and warm.
"
"['4 pounds rump roast ', '1 (10.5 ounce) can beef broth ', '1 (10.5 ounce) can condensed French onion soup ', '1 (12 fluid ounce) can or bottle beer ', '6 French rolls ', '2 tablespoons butter ', '']","Trim excess fat from the rump roast, and place in a slow cooker. Add the beef broth, onion soup and beer. Cook on Low setting for 7 hours.
Preheat oven to 350 degrees F (175 degrees ).
Split French rolls, and spread with butter. Bake 10 minutes, or until heated through.
Slice the meat on the diagonal, and place on the rolls. Serve the sauce for dipping.
"
"['1 3/4 cups all-purpose flour ', '1/2 teaspoon salt ', '1 teaspoon baking soda ', '1/2 cup butter, softened ', '1/2 cup white sugar ', '1/2 cup peanut butter ', '1/2 cup packed brown sugar ', '1 egg, beaten ', '1 teaspoon vanilla extract ', '2 tablespoons milk ', '40 miniature chocolate covered peanut butter cups, unwrapped ', '']","Preheat oven to 375 degrees F (190 degrees ). Sift together the flour, salt and baking soda; set aside.
Cream together the butter, sugar, peanut butter and brown sugar until fluffy. Beat in the egg, vanilla and milk. Add the flour mixture; mix well. Shape into 40 balls and place each into an ungreased mini muffin pan.
Bake at 375 degrees for about 8 minutes. Remove from oven and immediately press a mini peanut butter cup into each ball. Cool and carefully remove from pan.
"
"['2 1/2 cups all-purpose flour ', '1 teaspoon baking powder ', '1 teaspoon baking soda ', '2 teaspoons ground cinnamon ', '1/2 teaspoon ground nutmeg ', '1/2 teaspoon ground cloves ', '1/2 teaspoon salt ', '1/2 cup butter, softened ', '1 1/2 cups white sugar ', '1 cup canned pumpkin puree ', '1 egg ', '1 teaspoon vanilla extract ', ""2 cups confectioners' sugar "", '3 tablespoons milk ', '1 tablespoon melted butter ', '1 teaspoon vanilla extract ', '']","Preheat oven to 350 degrees F (175 degrees ). Combine flour, baking powder, baking soda, cinnamon, nutmeg, ground cloves, and salt; set aside.
In a medium bowl, cream together the 1/2 cup of butter and white sugar. Add pumpkin, egg, and 1 teaspoon vanilla to butter mixture, and beat until creamy. Mix in dry ingredients. Drop on cookie sheet by tablespoonfuls; flatten slightly.
Bake for 15 to 20 minutes in the preheated oven. Cool cookies, then drizzle glaze with fork.
To Make Glaze: Combine confectioners' sugar, milk, 1 tablespoon melted butter, and 1 teaspoon vanilla. Add milk as needed, to achieve drizzling consistency.
"
"['2 pounds ground beef ', '1 onion, chopped ', '2 teaspoons minced garlic ', '1 (2 ounce) can black olives, sliced ', '1 (4 ounce) can diced green chili peppers ', '1 (10 ounce) can diced tomatoes with green chile peppers ', '1 (16 ounce) jar taco sauce ', '2 (16 ounce) cans refried beans ', '12 (8 inch) flour tortillas ', '9 ounces shredded Colby cheese ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a large skillet over medium heat, saute the ground beef for 5 minutes. Add the onion and garlic, and saute for 5 more minutes. Drain any excess fat, if desired. Mix in the olives, green chile peppers, tomatoes with green chile peppers, taco sauce and refried beans. Stir mixture thoroughly, reduce heat to low, and let simmer for 15 to 20 minutes.
Spread a thin layer of the meat mixture in the bottom of a 4 quart casserole dish. Cover with a layer of tortillas followed by more meat mixture, then a layer of cheese. Repeat tortilla, meat, cheese pattern until all the tortillas are used, topping off with a layer of meat mixture and cheese.
Bake for 20 to 30 minutes in the preheated oven, or until cheese is slightly brown and bubbly.
"
"['1 tablespoon brown sugar ', '2 tablespoons honey ', '1/4 cup soy sauce ', '2 teaspoons chopped fresh ginger root ', '2 teaspoons chopped garlic ', '2 tablespoons hot sauce ', 'salt and pepper to taste ', '4 skinless, boneless chicken breast halves - cut into 1/2 inch strips ', '1 tablespoon vegetable oil ', '']","Mix together brown sugar, honey, soy sauce, ginger, garlic and hot sauce in a small bowl.
Lightly salt and pepper the chicken strips.
Heat oil in a large skillet over medium heat. Add chicken strips and brown on both sides, about 1 minute per side. Pour the sauce over the chicken. Simmer uncovered until the sauce thickens, 8 to 10 minutes.
"
"['2 1/4 teaspoons active dry yeast ', '1/2 teaspoon brown sugar ', '1 1/2 cups warm water (110 degrees F/45 degrees ) ', '1 teaspoon salt ', '2 tablespoons olive oil ', '3 1/3 cups all-purpose flour ', '']","In a large bowl, dissolve the yeast and brown sugar in the water, and let sit for 10 minutes.
Stir the salt and oil into the yeast solution. Mix in 2 1/2 cups of the flour.
Turn dough out onto a clean, well floured surface, and knead in more flour until the dough is no longer sticky. Place the dough into a well oiled bowl, and cover with a cloth. Let the dough rise until double; this should take about 1 hour. Punch down the dough, and form a tight ball. Allow the dough to relax for a minute before rolling out. Use for your favorite pizza recipe.
Preheat oven to 425 degrees F (220 degrees ). If you are baking the dough on a pizza stone, you may place your toppings on the dough, and bake immediately. If you are baking your pizza in a pan, lightly oil the pan, and let the dough rise for 15 or 20 minutes before topping and baking it.
Bake pizza in preheated oven, until the cheese and crust are golden brown, about 15 to 20 minutes.
"
"['6 skinless, boneless chicken breast halves ', '1/4 cup butter ', '1 (.7 ounce) package dry Italian-style salad dressing mix ', '1/2 cup white wine ', '1 (10.75 ounce) can condensed golden mushroom soup ', '4 ounces cream cheese with chives ', '1 pound angel hair pasta ', '']","Preheat oven to 325 degrees F (165 degrees ).
In a large saucepan, melt butter over low heat. Stir in the package of dressing mix. Blend in wine and golden mushroom soup. Mix in cream cheese, and stir until smooth. Heat through, but do not boil. Arrange chicken breasts in a single layer in a 9x13 inch baking dish. Pour sauce over.
Bake for 60 minutes in the preheated oven. Twenty minutes before the chicken is done, bring a large pot of lightly salted water to a rolling boil. Cook pasta until al dente, about 5 minutes. Drain. Serve chicken and sauce over pasta.
"
"['2 (8 ounce) packages cream cheese, softened ', '1 cup mayonnaise ', '1 (4 ounce) can chopped green chilies, drained ', '2 ounces canned diced jalapeno peppers, drained ', '1 cup grated Parmesan cheese ', '']","Stir together cream cheese and mayonnaise in a large bowl until smooth. Stir in green chiles and jalapeno peppers. Pour mixture into a microwave safe serving dish, and sprinkle with Parmesan cheese.
Microwave on High until hot, about 3 minutes.
"
"['3 cups all-purpose flour ', '3 tablespoons white sugar ', '3 teaspoons baking powder ', '1 1/2 teaspoons baking soda ', '3/4 teaspoon salt ', '3 cups buttermilk ', '1/2 cup milk ', '3 eggs ', '1/3 cup butter, melted ', '']","In a large bowl, combine flour, sugar, baking powder, baking soda, and salt. In a separate bowl, beat together buttermilk, milk, eggs and melted butter. Keep the two mixtures separate until you are ready to cook.
Heat a lightly oiled griddle or frying pan over medium high heat. You can flick water across the surface and if it beads up and sizzles, it's ready!
Pour the wet mixture into the dry mixture, using a wooden spoon or fork to blend. Stir until it's just blended together. Do not over stir! Pour or scoop the batter onto the griddle, using approximately 1/2 cup for each pancake. Brown on both sides and serve hot.
"
"['1 cup butter, softened ', '1 1/2 cups white sugar ', '2 eggs ', '2 teaspoons vanilla extract ', '2 cups all-purpose flour ', '2/3 cup cocoa powder ', '3/4 teaspoon baking soda ', '1/4 teaspoon salt ', '2 cups semisweet chocolate chips ', '1/2 cup chopped walnuts (optional) ', '']","Preheat oven to 350 degrees F (175 degrees ).
In large bowl, beat butter, sugar, eggs, and vanilla until light and fluffy. Combine the flour, cocoa, baking soda, and salt; stir into the butter mixture until well blended. Mix in the chocolate chips and walnuts. Drop by rounded teaspoonfuls onto ungreased cookie sheets.
Bake for 8 to 10 minutes in the preheated oven, or just until set. Cool slightly on the cookie sheets before transferring to wire racks to cool completely.
"
"['1 (12 ounce) package bow tie pasta ', '2 tablespoons olive oil ', '1 pound sweet Italian sausage, casings removed and crumbled ', '1/2 teaspoon red pepper flakes ', '1/2 cup diced onion ', '3 cloves garlic, minced ', '1 (28 ounce) can Italian-style plum tomatoes, drained and coarsely chopped ', '1 1/2 cups heavy cream ', '1/2 teaspoon salt ', '3 tablespoons minced fresh parsley ', '']","Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water for 8 to 10 minutes, or until al dente; drain.
Heat oil in a large, deep skillet over medium heat. Cook sausage and pepper flakes until sausage is evenly brown. Stir in onion and garlic, and cook until onion is tender. Stir in tomatoes, cream, and salt. Simmer until mixture thickens, 8 to 10 minutes.
Stir cooked pasta into sauce, and heat through. Sprinkle with parsley.
"
"['1 1/2 pounds Brussels sprouts, ends trimmed and yellow leaves removed ', '3 tablespoons olive oil ', '1 teaspoon kosher salt ', '1/2 teaspoon freshly ground black pepper ', '']","Preheat oven to 400 degrees F (205 degrees ).
Place trimmed Brussels sprouts, olive oil, kosher salt, and pepper in a large resealable plastic bag. Seal tightly, and shake to coat. Pour onto a baking sheet, and place on center oven rack.
Roast in the preheated oven for 30 to 45 minutes, shaking pan every 5 to 7 minutes for even browning. Reduce heat when necessary to prevent burning. Brussels sprouts should be darkest brown, almost black, when done. Adjust seasoning with kosher salt, if necessary. Serve immediately.
"
"['2 eggs ', '2 cups all-purpose flour ', '1 3/4 cups milk ', '1/2 cup vegetable oil ', '1 tablespoon white sugar ', '4 teaspoons baking powder ', '1/4 teaspoon salt ', '1/2 teaspoon vanilla extract ', '']","Preheat waffle iron. Beat eggs in large bowl with hand beater until fluffy. Beat in flour, milk, vegetable oil, sugar, baking powder, salt and vanilla, just until smooth.
Spray preheated waffle iron with non-stick cooking spray. Pour mix onto hot waffle iron. Cook until golden brown. Serve hot.
"
"['1/4 cup butter ', '1 cup heavy cream ', '1 clove garlic, crushed ', '1 1/2 cups freshly grated Parmesan cheese ', '1/4 cup chopped fresh parsley ', '']","Melt butter in a medium saucepan over medium low heat. Add cream and simmer for 5 minutes, then add garlic and cheese and whisk quickly, heating through. Stir in parsley and serve.
"
"['1/2 cup all-purpose flour ', '1/4 teaspoon paprika ', '1/4 teaspoon cayenne pepper ', '1/4 teaspoon salt ', '10 chicken wings ', 'oil for deep frying ', '1/4 cup butter ', '1/4 cup hot sauce ', '1 dash ground black pepper ', '1 dash garlic powder ', '']","In a small bowl mix together the flour, paprika, cayenne pepper and salt. Place chicken wings in a large nonporous glass dish or bowl and sprinkle flour mixture over them until they are evenly coated. Cover dish or bowl and refrigerate for 60 to 90 minutes.
Heat oil in a deep fryer to 375 degrees F (190 degrees ). The oil should be just enough to cover wings entirely, an inch or so deep. Combine the butter, hot sauce, pepper and garlic powder in a small saucepan over low heat. Stir together and heat until butter is melted and mixture is well blended. Remove from heat and reserve for serving.
Fry coated wings in hot oil for 10 to 15 minutes, or until parts of wings begin to turn brown. Remove from heat, place wings in serving bowl, add hot sauce mixture and stir together. Serve.
"
"[""1 cup confectioners' sugar "", '2 teaspoons milk ', '2 teaspoons light corn syrup ', '1/4 teaspoon almond extract ', 'assorted food coloring ', '']","In a small bowl, stir together confectioners' sugar and milk until smooth. Beat in corn syrup and almond extract until icing is smooth and glossy. If icing is too thick, add more corn syrup.
Divide into separate bowls, and add food colorings to each to desired intensity. Dip cookies, or paint them with a brush.
"
"['1 pound extra lean ground beef ', '1/2 teaspoon sea salt ', '1 small onion, diced ', '1/2 teaspoon garlic salt ', '1 1/2 teaspoons Italian seasoning ', '3/4 teaspoon dried oregano ', '3/4 teaspoon crushed red pepper flakes ', ""1 dash hot pepper sauce (such as Frank's RedHot®), or to taste "", '1 1/2 tablespoons Worcestershire sauce ', '1/3 cup skim milk ', '1/4 cup grated Parmesan cheese ', '1/2 cup seasoned bread crumbs ', '']","Preheat an oven to 400 degrees F (200 degrees ).
Place the beef into a mixing bowl, and season with salt, onion, garlic salt, Italian seasoning, oregano, red pepper flakes, hot pepper sauce, and Worcestershire sauce; mix well. Add the milk, Parmesan cheese, and bread crumbs. Mix until evenly blended, then form into 1 1/2-inch meatballs, and place onto a baking sheet.
Bake in the preheated oven until no longer pink in the center, 20 to 25 minutes.
"
"['2 (8 ounce) packages cream cheese, softened ', '1/2 cup white sugar ', '1/2 teaspoon vanilla extract ', '2 eggs ', '1 (9 inch) prepared graham cracker crust ', '1/2 cup pumpkin puree ', '1/2 teaspoon ground cinnamon ', '1 pinch ground cloves ', '1 pinch ground nutmeg ', '1/2 cup frozen whipped topping, thawed ', '']","Preheat oven to 325 degrees F (165 degrees ).
In a large bowl, combine cream cheese, sugar and vanilla. Beat until smooth. Blend in eggs one at a time. Remove 1 cup of batter and spread into bottom of crust; set aside.
Add pumpkin, cinnamon, cloves and nutmeg to the remaining batter and stir gently until well blended. Carefully spread over the batter in the crust.
Bake in preheated oven for 35 to 40 minutes, or until center is almost set. Allow to cool, then refrigerate for 3 hours or overnight. Cover with whipped topping before serving.
"
"['1/2 cup butter, melted ', '2 eggs, beaten ', '1 (8.5 ounce) package dry corn bread mix ', '1 (15 ounce) can whole kernel corn, drained ', '1 (14.75 ounce) can creamed corn ', '1 cup sour cream ', '']","Preheat oven to 350 degrees F (175 degrees ), and lightly grease a 9x9 inch baking dish.
In a medium bowl, combine butter, eggs, corn bread mix, whole and creamed corn and sour cream. Spoon mixture into prepared dish.
Bake for 45 minutes in the preheated oven, or until the top is golden brown.
"
"['1 (8 ounce) package elbow macaroni ', '1 (8 ounce) package shredded sharp Cheddar cheese ', '1 (12 ounce) container small curd cottage cheese ', '1 (8 ounce) container sour cream ', '1/4 cup grated Parmesan cheese ', 'salt and pepper to taste ', '1 cup dry bread crumbs ', '1/4 cup butter, melted ', '']","Preheat oven to 350 degrees F (175 degrees ). Bring a large pot of lightly salted water to a boil, add pasta, and cook until done; drain.
In 9x13 inch baking dish, stir together macaroni, shredded Cheddar cheese, cottage cheese, sour cream, Parmesan cheese, salt and pepper. In a small bowl, mix together bread crumbs and melted butter. Sprinkle topping over macaroni mixture.
Bake 30 to 35 minutes, or until top is golden.
"
"['MEATBALLS ', '1 pound lean ground beef ', '1 cup fresh bread crumbs ', '1 tablespoon dried parsley ', '1 tablespoon grated Parmesan cheese ', '1/4 teaspoon ground black pepper ', '1/8 teaspoon garlic powder ', '1 egg, beaten ', 'SAUCE ', '3/4 cup chopped onion ', '5 cloves garlic, minced ', '1/4 cup olive oil ', '2 (28 ounce) cans whole peeled tomatoes ', '2 teaspoons salt ', '1 teaspoon white sugar ', '1 bay leaf ', '1 (6 ounce) can tomato paste ', '3/4 teaspoon dried basil ', '1/2 teaspoon ground black pepper ', '']","In a large bowl, combine ground beef, bread crumbs, parsley, Parmesan, 1/4 teaspoon black pepper, garlic powder and beaten egg. Mix well and form into 12 balls. Store, covered, in refrigerator until needed.
In a large saucepan over medium heat, saute onion and garlic in olive oil until onion is translucent. Stir in tomatoes, salt, sugar and bay leaf. Cover, reduce heat to low, and simmer 90 minutes. Stir in tomato paste, basil, 1/2 teaspoon pepper and meatballs and simmer 30 minutes more. Serve.
"
"['1 (14 ounce) can beef broth ', '3 pounds boneless pork ribs ', '1 (18 ounce) bottle barbeque sauce ', '']","Pour can of beef broth into slow cooker, and add boneless pork ribs. Cook on High heat for 4 hours, or until meat shreds easily. Remove meat, and shred with two forks. It will seem that it's not working right away, but it will.
Preheat oven to 350 degrees F (175 degrees ). Transfer the shredded pork to a Dutch oven or iron skillet, and stir in barbeque sauce.
Bake in the preheated oven for 30 minutes, or until heated through.
"
"['3 eggplant, peeled and thinly sliced ', '2 eggs, beaten ', '4 cups Italian seasoned bread crumbs ', '6 cups spaghetti sauce, divided ', '1 (16 ounce) package mozzarella cheese, shredded and divided ', '1/2 cup grated Parmesan cheese, divided ', '1/2 teaspoon dried basil ', '']","Preheat oven to 350 degrees F (175 degrees ).
Dip eggplant slices in egg, then in bread crumbs. Place in a single layer on a baking sheet. Bake in preheated oven for 5 minutes on each side.
In a 9x13 inch baking dish spread spaghetti sauce to cover the bottom. Place a layer of eggplant slices in the sauce. Sprinkle with mozzarella and Parmesan cheeses. Repeat with remaining ingredients, ending with the cheeses. Sprinkle basil on top.
Bake in preheated oven for 35 minutes, or until golden brown.
"
"['2 pounds boneless skinless chicken breasts, cut into 1/2-inch chunks ', '1 teaspoon salt and pepper, or to taste ', '1 1/2 tablespoons vegetable oil ', '2 tablespoons curry powder ', '1/2 onion, thinly sliced ', '2 cloves garlic, crushed ', '1 (14 ounce) can coconut milk ', '1 (14.5 ounce) can stewed, diced tomatoes ', '1 (8 ounce) can tomato sauce ', '3 tablespoons sugar ', '']","Season chicken pieces with salt and pepper.
Heat oil and curry powder in a large skillet over medium-high heat for two minutes. Stir in onions and garlic, and cook 1 minute more. Add chicken, tossing lightly to coat with curry oil. Reduce heat to medium, and cook for 7 to 10 minutes, or until chicken is no longer pink in center and juices run clear.
Pour coconut milk, tomatoes, tomato sauce, and sugar into the pan, and stir to combine. Cover and simmer, stirring occasionally, approximately 30 to 40 minutes.
"
"['1 cup white sugar ', '1/2 cup butter ', '2 eggs ', '2 teaspoons vanilla extract ', '1 1/2 cups all-purpose flour ', '1 3/4 teaspoons baking powder ', '1/2 cup milk ', '']","Preheat oven to 350 degrees F (175 degrees ). Grease and flour a 9x9 inch pan or line a muffin pan with paper liners.
In a medium bowl, cream together the sugar and butter. Beat in the eggs, one at a time, then stir in the vanilla. Combine flour and baking powder, add to the creamed mixture and mix well. Finally stir in the milk until batter is smooth. Pour or spoon batter into the prepared pan.
Bake for 30 to 40 minutes in the preheated oven. For cupcakes, bake 20 to 25 minutes. Cake is done when it springs back to the touch.
"
"['1 1/2 cups all-purpose flour ', '1 teaspoon baking powder ', '1 teaspoon baking soda ', '1/2 teaspoon salt ', '3 large bananas, mashed ', '3/4 cup white sugar ', '1 egg ', '1/3 cup butter, melted ', '']","Preheat oven to 350 degrees F (175 degrees ). Coat muffin pans with non-stick spray, or use paper liners. Sift together the flour, baking powder, baking soda, and salt; set aside.
Combine bananas, sugar, egg, and melted butter in a large bowl. Fold in flour mixture, and mix until smooth. Scoop into muffin pans.
Bake in preheated oven. Bake mini muffins for 10 to 15 minutes, and large muffins for 25 to 30 minutes. Muffins will spring back when lightly tapped.
"
"['3 cloves garlic, minced ', '1/3 cup olive oil ', '1/4 cup tomato sauce ', '2 tablespoons red wine vinegar ', '2 tablespoons chopped fresh basil ', '1/2 teaspoon salt ', '1/4 teaspoon cayenne pepper ', '2 pounds fresh shrimp, peeled and deveined ', 'skewers ', '']","In a large bowl, stir together the garlic, olive oil, tomato sauce, and red wine vinegar. Season with basil, salt, and cayenne pepper. Add shrimp to the bowl, and stir until evenly coated. Cover, and refrigerate for 30 minutes to 1 hour, stirring once or twice.
Preheat grill for medium heat. Thread shrimp onto skewers, piercing once near the tail and once near the head. Discard marinade.
Lightly oil grill grate. Cook shrimp on preheated grill for 2 to 3 minutes per side, or until opaque.
"
"['4 skinless, boneless chicken breasts ', 'salt and pepper to taste ', '3/4 pound fresh mushrooms, sliced ', '2 tablespoons all-purpose flour ', '2 tablespoons olive oil ', '6 cloves garlic ', '1/4 cup balsamic vinegar ', '3/4 cup chicken broth ', '1 bay leaf ', '1/4 teaspoon dried thyme ', '1 tablespoon butter ', '']","Season the chicken with salt and pepper. Rinse the mushrooms and pat dry. Season the flour with salt and pepper and dredge the chicken breasts in the flour mixture. Heat oil in a skillet over medium high heat and saute the chicken until it is nicely browned on one side (about 3 minutes).
Add the garlic. Turn the chicken breasts and scatter the mushrooms over them. Continue frying, shaking the skillet and stirring the mushrooms. Cook for about 3 minutes, then add the vinegar, broth, bay leaf and thyme. Cover tightly and simmer over medium low heat for 10 minutes, turning occasionally.
Transfer the chicken to a warm serving platter and cover with foil. Set aside. Continue simmering the sauce, uncovered, over medium high heat for about 7 minutes. Swirl in the butter or margarine and discard the bay leaf. Pour this mushroom sauce mixture over the chicken and serve.
"
"['2 large Granny Smith apples, peeled and cored ', '2 (10 ounce) cans refrigerated crescent roll dough ', '1 cup butter ', '1 1/2 cups white sugar ', '1 teaspoon ground cinnamon ', '1 (12 fluid ounce) can or bottle Mountain Dew ™ ', '']","Preheat the oven to 350 degrees F (175 degrees ). Grease a 9x13 inch baking dish.
Cut each apple into 8 wedges and set aside. Separate the crescent roll dough into triangles. Roll each apple wedge in crescent roll dough starting at the smallest end. Pinch to seal and place in the baking dish.
Melt butter in a small saucepan and stir in the sugar and cinnamon. Pour over the apple dumplings. Pour Mountain Dew(TM) over the dumplings.
Bake for 35 to 45 minutes in the preheated oven, or until golden brown.
"
"['2 pounds beef sirloin, cut into 2 inch strips ', 'garlic powder to taste ', '3 tablespoons vegetable oil ', '1 cube beef bouillon ', '1/4 cup hot water ', '1 tablespoon cornstarch ', '1/2 cup chopped onion ', '2 large green bell peppers, roughly chopped ', '1 (14.5 ounce) can stewed tomatoes, with liquid ', '3 tablespoons soy sauce ', '1 teaspoon white sugar ', '1 teaspoon salt ', '']","Sprinkle strips of sirloin with garlic powder to taste. In a large skillet over medium heat, heat the vegetable oil and brown the seasoned beef strips. Transfer to a slow cooker.
Mix bouillon cube with hot water until dissolved, then mix in cornstarch until dissolved. Pour into the slow cooker with meat. Stir in onion, green peppers, stewed tomatoes, soy sauce, sugar, and salt.
Cover, and cook on High for 3 to 4 hours, or on Low for 6 to 8 hours.
"
